hts8,brief_description
98230903,"USMCA goods: sugar of Canada provided for in 1701.12.50, over quota"
98230904,"USMCA goods: sugar of Canada provided for in 1701.13.50, over quota"
98230905,"USMCA goods: sugar of Canada provided for in 1701.14.50, over quota"
98230906,"USMCA goods: sugar of Canada provided for in 1701.91.30, over quota"
98230907,"USMCA goods: sugar of Canada provided for in 1701.99.50, over quota"
98230908,"USMCA goods: sugar of Canada provided for in 1702.90.20, over quota"
98230909,"USMCA goods: sugar of Canada, additional quantitative amount determined by USDA"
98231001,USMCA goods: sugar containing products of Mexico or of USA
98231002,USMCA goods: sugar containing products of Canada subject to the quantitative limitations specified in note 10
98231003,"USMCA goods: sugar containing products of Canada provided for in 1701.91.48, over quota"
98231004,"USMCA goods: sugar containing products of Canada provided for in 1701.91.58, over quota"
98231005,"USMCA goods: sugar containing products of Canada provided for in 1702.20.28, over quota"
98231006,"USMCA goods: sugar containing products of Canada provided for in 1702.30.28, over quota"
98231007,"USMCA goods: sugar containing products of Canada provided for in 1702.40.28, over quota"
98231008,"USMCA goods: sugar containing products of Canada provided for in 1702.60.28, over quota"
98231009,"USMCA goods: sugar containing products of Canada provided for in 1702.90.58, over quota"
98231010,"USMCA goods: sugar containing products of Canada provided for in 1702.90.68, over quota"
98231011,"USMCA goods: sugar containing products of Canada provided for in 1704.90.68, over quota"
98231012,"USMCA goods: sugar containing products of Canada provided for in 1704.90.78, over quota"
98231013,"USMCA goods: sugar containing products of Canada provided for in 1806.10.15, over quota"
98231014,"USMCA goods: sugar containing products of Canada provided for in 1806.10.28, over quota"
98231015,"USMCA goods: sugar containing products of Canada provided for in 1806.10.38, over quota"
98231016,"USMCA goods: sugar containing products of Canada provided for in 1806.10.55, over quota"
98231017,"USMCA goods: sugar containing products of Canada provided for in 1806.10.75, over quota"
98231018,"USMCA goods: sugar containing products of Canada provided for in 1806.20.73, over quota"
98231019,"USMCA goods: sugar containing products of Canada provided for in 1806.20.77, over quota"
98231020,"USMCA goods: sugar containing products of Canada provided for in 1806.20.94, over quota"
98231021,"USMCA goods: sugar containing products of Canada provided for in 1806.20.98, over quota"
98231022,"USMCA goods: sugar containing products of Canada provided for in 1806.90.39, over quota"
98231023,"USMCA goods: sugar containing products of Canada provided for in 1806.90.49, over quota"
98231024,"USMCA goods: sugar containing products of Canada provided for in 1806.90.59, over quota"
98231025,"USMCA goods: sugar containing products of Canada provided for in 1901.10.76, over quota"
98231026,"USMCA goods: sugar containing products of Canada provided for in 1901.20.25, over quota"
98231027,"USMCA goods: sugar containing products of Canada provided for in 1901.20.35, over quota"
98231028,"USMCA goods: sugar containing products of Canada provided for in 1901.20.60, over quota"
98231029,"USMCA goods: sugar containing products of Canada provided for in 1901.20.70, over quota"
98231030,"USMCA goods: sugar containing products of Canada provided for in 1901.90.68, over quota"
98231031,"USMCA goods: sugar containing products of Canada provided for in 1901.90.71, over quota"
98231032,"USMCA goods: sugar containing products of Canada provided for in 2101.12.38, over quota"
98231033,"USMCA goods: sugar containing products of Canada provided for in 2101.12.48, over quota"
98231034,"USMCA goods: sugar containing products of Canada provided for in 2101.12.58, over quota"
98231035,"USMCA goods: sugar containing products of Canada provided for in 2101.20.38, over quota"
98231036,"USMCA goods: sugar containing products of Canada provided for in 2101.20.48, over quota"
98231037,"USMCA goods: sugar containing products of Canada provided for in 2101.20.58, over quota"
98231038,"USMCA goods: sugar containing products of Canada provided for in 2103.90.78, over quota"
98231039,"USMCA goods: sugar containing products of Canada provided for in 2106.90.46, over quota"
98231040,"USMCA goods: sugar containing products of Canada provided for in 2106.90.72, over quota"
98231041,"USMCA goods: sugar containing products of Canada provided for in 2106.90.76, over quota"
98231042,"USMCA goods: sugar containing products of Canada provided for in 2106.90.80, over quota"
98231043,"USMCA goods: sugar containing products of Canada provided for in 2106.90.91, over quota"
98231044,"USMCA goods: sugar containing products of Canada provided for in 2106.90.94, over quota"
98231045,"USMCA goods: sugar containing products of Canada provided for in 2106.90.97 or 3006.93.20, over quota"
99031701,Sugars described in US note 15(a) to this subchapter
99031702,Sugars described in US note 15(a) to this subchapter
99031703,Sugars described in US note 15(a) to this subchapter
99031704,Sugars described in US note 15(a) to this subchapter
99031705,Sugars described in US note 15(a) to this subchapter
99031706,Sugars described in US note 15(a) to this subchapter
99031707,Sugars described in US note 15(a) to this subchapter
99031708,Sugars described in US note 15(a) to this subchapter
99031709,Sugars described in US note 15(a) to this subchapter
99031710,Sugars described in US note 15(a) to this subchapter
99031721,Sugars described in US note 15(b) to this subchapter
99031722,Sugars described in US note 15(b) to this subchapter
99031723,Sugars described in US note 15(b) to this subchapter
99031724,Sugars described in US note 15(b) to this subchapter
99031725,Sugars described in US note 15(b) to this subchapter
99031726,Sugars described in US note 15(b) to this subchapter
99031727,Sugars described in US note 15(b) to this subchapter
99031728,Sugars described in US note 15(b) to this subchapter
99031729,Sugars described in US note 15(b) to this subchapter
99031730,Sugars described in US note 15(b) to this subchapter
99031731,Sugars described in US note 15(b) to this subchapter
99031732,Sugars described in US note 15(b) to this subchapter
99031733,Sugars described in US note 15(b) to this subchapter
99031801,Sugars described in US note 15(c) to this subchapter
99031802,Sugars described in US note 15(c) to this subchapter
99031803,Sugars described in US note 15(c) to this subchapter
99031804,Sugars described in US note 15(c) to this subchapter
99031805,Sugars described in US note 15(c) to this subchapter
99031806,Sugars described in US note 15(c) to this subchapter
99031807,Sugars described in US note 15(c) to this subchapter
99031808,Sugars described in US note 15(c) to this subchapter
99031809,Sugars described in US note 15(c) to this subchapter
99031810,Sugars described in US note 15(c) to this subchapter
99031919,"Infant Formula, put up for retail use, provided for in 1901.10.16, 1901.10.26, 1901.10.36, 1901.10.44"
99031920,"Infant Formula, put up for retail use, provided for in 1901.10.29, 1901.10.49"
99031921,"Infant Formula, o/t put up for retail use provided for in 2106.90.97"
99031922,"Infant Formula, o/t put up for retail use provided for in 2106.90.99"
99031923,Infant formula base powder for manufacturing infant formula authorized by FDA and provided for in 1901.90.62
99034105,"Articles the product of Japan: bovine, equine, goat, kid, sheep and lamb leather, the foregoing dyed, colored, stamped or embossed"
99034110,"Articles the product of Japan: certain footwear w/outer leather soles & wholly or part leather uppers, footwear w/outer soles of rubber, etc"
99034501,"Household-type (residential) washing machines provided for in 84501100 or 84502000 from certain countries not exceeding 300,000 in quarterly period"
99034502,Household-type (residential) washing machines provided for in 84501100 or 84502000 from certain countries exceeding 1.2 mil units
99034505,"Parts of household-type (residential) washing machines from certain countries not exceeding 130,000 units"
99034506,"Parts of household-type (residential) washing machines from certain countries exceeding 130,000 units"
99034521,"CSPV cells described in Note 18(C) to chapt 99, if entered in an annual aggregate quantity not exceeding 5 gigawatts from non-developing WTO member"
99034522,"CSPV cells described in Note 18(C) to chapt 99, if entered in an annual aggregate quantity exceeding 2.5 gigawatts from non-developing WTO member"
99034522,"CSPV cells described in Note 18(C) to chapt 99, if entered in an annual aggregate quantity exceeding 2.5 gigawatts from non-developing WTO member"
99034525,CSPV modules described in Note 18(G) to chapt 99 from non-developing WTO member
99034525,CSPV modules described in Note 18(G) to chapt 99 from non-developing WTO member
99034527,CSPV cells or modules of Canada
99035200,"Upland cotton, w/in specified quant. limitations, within Special Limited Global Import Quota Ann. for 90-day period"
99035201,"Upland cotton, w/in specified quant. limitations, within Special Cotton Import Quota Ann. No. 1 for 180-day period"
99035202,"Upland cotton, w/in specified quant. limitations, within Special Cotton Import Quota Ann. No. 2 for 180-day period"
99035203,"Upland cotton, w/in specified quant. limitations, within Special Cotton Import Quota Ann. No. 3 for 180-day period"
99035204,"Upland cotton, w/in specified quant. limitations, within Special Cotton Import Quota Ann. No. 4 for 180-day period"
